name,addition,image,num_of_people,link,time_to_prepare,time_to_cook,guide
Trà sữa Thái Lan,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/5d88f4ec7a2026de42564fa26c7acc35.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2670-tra-sua-thai-lan.html,Chuẩn bị: 35 phút,Thực hiện: 5 phút,"Đun sôi nước rồi cho 4 túi trà vào ngâm. Thêm đường vào rồi khuấy nhẹ nhàng cho đến khi đường tan hết. Sau đó, đun trà thêm khoảng 3 phút rồi tắt lửa."
Bò xào Bắc Kinh,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/55d83758d4bb429c8b5076537f0f4146.jpg,2-3 người,http://www.amthuc365.vn/cong-thuc/2672-bo-xao-bac-kinh.html,Chuẩn bị: 20 phút,Thực hiện: 15 phút,"Ướp thịt bò với 1/2 thìa cà phê bột ngô, trứng, tiêu và 1/2 thìa cà phê muối. Trộn đều rồi để khoảng 15 phút cho thịt ngấm gia vị."
Thịt vịt kho măng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/365643829c65362dc36d327068465d4f.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2673-thit-vit-kho-mang.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,"Chặt đùi vịt thành nhiều miếng nhỏ. Chuẩn bị một nồi nước lạnh, thêm vài lát gừng và 1 thìa canh rượu rồi cho thịt vịt vào."
Patbingsu - Hoa quả dầm đậu đỏ,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/d1a8192f09f7165d3d9f1fb97400203c.jpg,4 người,http://www.amthuc365.vn/cong-thuc/2678-patbingsu-hoa-qua-dam-dau-do.html,Chuẩn bị: 65 phút,Thực hiện: 5 phút,"Đầu tiên, các bạn rửa qua đậu đỏ."
Đậu phụ xào mộc nhĩ ớt chuông,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/b3d1b6018098336adf017dc4a32ed692.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2674-dau-phu-xao-moc-nhi-ot-chuong.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Các bạn rửa sạch đậu phụ rồi cắt lát chừng 1.5 - 2 cm. Ớt chuông cũng rửa sạch, cắt đôi rồi bỏ hạt, thái miếng nhỏ."
Ốc hương rang me,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/c73773e0f1d7e3f2dd7ef7a41239b336.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2675-oc-huong-rang-me.html,Chuẩn bị: 20 phút,Thực hiện: 30 phút,"Các bạn rửa sạch ốc qua vài lần nước, rồi ngâm vào âu nước vo gạo có sẵn vài quả ớt để ốc nhả hết bùn đất khoảng 6-7 tiếng. Sau đó, vớt ốc ra xả lại nước cho thật sạch, để lên rổ cho ráo."
Gà rán om vải,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/fdc3ca57aa54b71367d950df54debb18.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2676-ga-ran-om-vai.html,Chuẩn bị: 10 phút,Thực hiện: 35 phút,"Đầu tiên, các bạn thái thịt gà miếng vừa ăn, ướp cùng xì dầu, muối, dầu vừng và đường, để khoảng 30 phút."
Nước ép cóc sảng khoái,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/272bcbcccdb6bbdb1cd423fb3a0766ee.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/2680-nuoc-ep-coc-sang-khoai.html,Chuẩn bị: 20 phút,Thực hiện: 10 phút,"Đầu tiên, các bạn rửa thật sạch cóc và để ráo."
Mì xốt thịt kiểu Đài Loan,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/1d0ffb22d673b9c7ee37809455432ae3.jpg,4 người,http://www.amthuc365.vn/cong-thuc/2677-mi-xot-thit-kieu-dai-loan.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Đầu tiên, các bạn luộc mì theo hướng dẫn trên bao bì rồi vớt ra để ráo."
Bông bí nhồi tôm chiên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/6cbc551733819920a192c68aa95c24df.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2679-bong-bi-nhoi-tom-chien.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,"Tôm rửa sạch, bóc vỏ, bỏ gân rồi băm cho thật nhuyễn. Ướp tôm với nước mắm, muối, đường và tỏi băm."
Đuôi heo hầm ngũ vị,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/e9301978e7a6c9be068e2bf87afd334f.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2683-duoi-heo-ham-ngu-vi.html,Chuẩn bị: 10 phút,Thực hiện: 60 phút,"Các bạn rửa sạch đuôi heo, chặt miếng vừa ăn rồi để ráo."
Măng nhồi thịt hấp,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/e7b92fb0064f5e490f8dec7355d802be.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2684-mang-nhoi-thit-hap.html,Chuẩn bị: 30 phút,Thực hiện: 20 phút,"Nấm hương, mộc nhĩ các bạn ngâm nở rồi băm nhỏ. Trộn thịt xay, bột năng, hành lá, muối, tiêu, mộc nhĩ, nấm hương vào với nhau."
Đậu phụ xào nấm cay,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/0b97edd71adf9c1bd37d4c38c7523053.jpg,4 người,http://www.amthuc365.vn/cong-thuc/2686-dau-phu-xao-nam-cay.html,Chuẩn bị: 30 phút,Thực hiện: 15 phút,"Ngâm nấm hương khô trong nước ấm khoảng 10 phút để nấm nở ra. Sau đó, cắt bỏ chân và thái lát."
Đậu đũa xào thịt gà,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/1bc143e8d8bb7d2b9f91b04b8914d2a7.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2671-dau-dua-xao-thit-ga.html,Chuẩn bị: 15 phút,Thực hiện: 10 phút,"Cho một chút nước vào chảo rồi luộc qua đậu đũa. Đậy nắp chảo, đun khoảng 5 phút cho đến khi đậu có màu xanh tươi và hơi mềm. Sau đó, các bạn vớt đậu ra, để sang 1 bên."
Xôi ba màu bắt mắt,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/f831d5dc8ebff21020b7fe6df718f5c3.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2685-xoi-ba-mau-bat-mat.html,Chuẩn bị: 45 phút,Thực hiện: 150 phút,"Gạo nếp vo sạch, ngâm ít nhất 1 tiếng hoặc qua đêm. Để ráo nước rồi xóc với chút muối."
Sủi cảo đậu nấm áp chảo,Các bạn có thêm video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/8d9fe1b3c0e86cc1c8401ae7a7f6d27c.jpg,5-6 người,http://www.amthuc365.vn/cong-thuc/2682-sui-cao-dau-nam-ap-chao.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,"Đầu tiên, các bạn trộn bắp cải, đậu phụ, nấm, tỏi, gừng, húng quế, xì dầu cho thật đều."
Thịt bò kho kiểu Indonesia,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/5fabfacfd10bad9d2e5e72f34065792c.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2690-thit-bo-kho-kieu-indonesia.html,Chuẩn bị: 30 phút,Thực hiện: 240 phút,"Đầu tiên, các bạn cho muối, hạt rau mùi, bột nghệ, gừng, tỏi, hành khô, ớt khô vào máy xay thực phẩm và xay cho đến khi các gia vị nhuyễn."
Trà cam chanh tươi mát,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/2e9abad3313049e9af9cca6fe49271f4.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2692-tra-cam-chanh-tuoi-mat.html,Chuẩn bị: 30 phút,Thực hiện: 15 phút,"Cho 2 bát nước vào nồi rồi đun sôi, sau đó ngâm 4 túi trà trong khoảng 3 phút."
Ếch xào dứa lạ miệng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/0256e9fb281dfe169e3017bf0c4bb6cb.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2694-ech-xao-dua-la-mieng.html,Chuẩn bị: 35 phút,Thực hiện: 15 phút,"Đầu tiên, các bạn chặt ếch miếng vừa ăn, rửa sơ qua với rượu trắng rồi rửa sạch bằng nước, để ráo."
Măng cuốn thịt gà,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/690d0197460883954ee513552e725a4f.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2691-mang-cuon-thit-ga.html,Chuẩn bị: 30 phút,Thực hiện: 20 phút,"Đầu tiên, các bạn thái măng củ thành lát tròn, mỏng."
Thịt lợn thăn hầm táo,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/eb5bf97ce6b6360b7621a45a27e6d308.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2697-thit-lon-than-ham-tao.html,Chuẩn bị: 20 phút,Thực hiện: 300 phút,"Đầu tiên, các bạn rửa sạch miếng thịt rồi để ráo. Dùng dao khứa sâu khoảng 1-2 cm trên mặt miếng thịt theo chiều ngang, khứa khoảng 6 đường như vậy."
Mojito trà xanh dưa chuột,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/744c36064c3183c79c2fc7b54d4781c6.jpg,1 người,http://www.amthuc365.vn/cong-thuc/2687-mojito-tra-xanh-dua-chuot.html,Chuẩn bị: 5 phút,Thực hiện: 5 phút,"Đầu tiên, các bạn làm si rô dưa chuột theo cách sau đây: cho dưa chuột thái lát, đường và một bát nước vào một nồi nhỏ, đun sôi, khuấy đều cho đến khi đường tan hết. Sau đó, vớt dưa chuột ra và để si rô vào tủ lạnh."
Thịt bọc trứng cút chiên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/4aefc2179f1bf9a03672589a50f4d8d4.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2698-thit-boc-trung-cut-chien.html,Chuẩn bị: 15 phút,Thực hiện: 30 phút,"Đầu tiên, các bạn lột vỏ rồi xắt nhỏ hành tây, sau đó luộc chín trứng cút, để nguội rồi bóc vỏ."
Salad nho gà sữa chua,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/ee70bb1ea9f839ba96662791c3eb7518.jpg,2 người,http://www.amthuc365.vn/cong-thuc/2693-salad-nho-ga-sua-chua.html,Chuẩn bị: 30 phút,Thực hiện: 30 phút,"Luộc thịt gà với chút muối trong khoảng 15 phút rồi vớt ra, để một lúc cho nguội bớt. Tiếp đó các bạn thái miếng vuông vừa và cất vào tủ lạnh khoảng vài phút."
Giò kho đơn giản,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/877b80ff5e0ea0a52d3ec115b5e3a6bf.jpg,2-3 người,http://www.amthuc365.vn/cong-thuc/2696-gio-kho-don-gian.html,Chuẩn bị: 5 phút,Thực hiện: 20 phút,"Đầu tiên, các bạn thái giò thành từng miếng vừa ăn."
Thạch trân châu xoài,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/b9b0e905337192e9a49f523777429155.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2688-thach-tran-chau-xoai.html,Chuẩn bị: 5 phút,Thực hiện: 40 phút,"Đầu tiên, các bạn đổ trân châu ra bát, cho nước sôi vào khuấy đều, nhanh tay khoảng 5 phút để trân châu nở hết rồi vớt ra rổ và tráng qua bằng nước lạnh. Sau đó, các bạn ngâm trân châu vào bát nước lạnh khoảng 30 phút, vớt ra để ráo."
Chả trứng khoai tây độc đáo,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/9a2e5554894c96b772b5bcfe0dd9bdfc.jpg,2-3 người,http://www.amthuc365.vn/cong-thuc/2695-cha-trung-khoai-tay-doc-dao.html,Chuẩn bị: 20 phút,Thực hiện: 15 phút,"Khoai tây các bạn gọt vỏ rửa sạch, sau đó bào sợi, đem trụng nước sôi khoảng 2-3 phút, vớt lên vắt ráo."
Salad nấm kim châm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/56fb719661dd7be3cb8a0f9e256aa297.jpg,2-3 người,http://www.amthuc365.vn/cong-thuc/2703-salad-nam-kim-cham.html,Chuẩn bị: 15 phút,Thực hiện: 5 phút,"Đầu tiên, các bạn chuẩn bị các nguyên liệu; cà rốt nạo vỏ, thái sơi; nấm cắt bỏ chân; cần tây chẻ mỏng, kích thước tương đương cà rốt."
Chè khoai lang nhân đậu xanh,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/a1dcd7f15faa973606b6968c0163a0fc.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2702-che-khoai-lang-nhan-dau-xanh.html,Chuẩn bị: 30 phút,Thực hiện: 60 phút,"Đỗ xanh đãi qua nhiều lần nước cho thật sạch, ngâm vào âu nước ấm từ 1 đến 2 tiếng rồi hấp chín."
Canh chua cay hấp dẫn,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/deac2fc459a729bc38a6df3ee7854c20.jpg,2-3 người,http://www.amthuc365.vn/cong-thuc/2701-canh-chua-cay-hap-dan.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Cho 3 bát nước vào chảo, đun sôi rồi cho thịt lợn thăn vào luộc trong khoảng 10-15 phút cho đến khi thịt chín khoảng 80% là được. Tắt bếp, vớt thịt ra đĩa rồi cho thịt gà vào luộc theo cách tương tự."
Bún gạo xào kiểu Singapore,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/83f84d9584f832277e91135be417be51.jpg,2 người,http://www.amthuc365.vn/cong-thuc/2699-bun-gao-xao-kieu-singapore.html,Chuẩn bị: 20 phút,Thực hiện: 15 phút,"Đầu tiên, các bạn ngâm bún gạo trong nước nóng khoảng 10 phút, chú ý không ngâm quá lâu sẽ khiến sợi bún bị nhão và dính vào nhau."
Rau muống ngâm chua ngọt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/b6594c4be906cad5e4cde95f7f7dc565.jpg,5-6 người,http://www.amthuc365.vn/cong-thuc/2706-rau-muong-ngam-chua-ngot.html,Chuẩn bị: 20 phút,Thực hiện: 15 phút,"Rau muống các bạn nhặt bỏ lá, ngắt cọng muống thành từng cọng ngắn, rửa lại cho thật sạch."
Tôm cuộn giòn cay,Các bạn có thể xem video công thức,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/79a953cd479f52b4d922c4d6a66a9a34.jpg,6-8 người,http://www.amthuc365.vn/cong-thuc/2709-tom-cuon-gion-cay.html,Chuẩn bị: 30 phút,Thực hiện: 15 phút,"Đầu tiên, các bạn cắt đôi tập vỏ bánh để có vỏ bánh hình tam giác rồi dùng màng nilon bọc vào để vỏ không bị khô."
Sinh tố xoài dâu tây,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/ec317eb4dba9f1369b713296b62bf776.jpg,2-3 người,http://www.amthuc365.vn/cong-thuc/2708-sinh-to-xoai-dau-tay.html,Chuẩn bị: 10 phút,Thực hiện: 5 phút,"Xoài gọt vỏ, thái miếng."
Pasta xốt tôm bơ,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/d4070d165e5a4006c60fcdd6b69a5a8a.jpg,4 người,http://www.amthuc365.vn/cong-thuc/2707-pasta-xot-tom-bo.html,Chuẩn bị: 15 phút,Thực hiện: 10 phút,"Đun sôi một nồi nước to, thêm hai thìa cà phê muối và luộc mì theo hướng dẫn trên bao bì."
Súp lơ xanh xào tỏi,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/310d394ef32df6c2fdf6687d0aee6e6a.jpg,2-4 người,http://www.amthuc365.vn/cong-thuc/2705-sup-lo-xanh-xao-toi.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Đầu tiên, các bạn tách súp lơ ra thành từng miếng vừa ăn rồi nhẹ nhàng rửa qua với nước. Tỏi bóc vỏ, băm nhuyễn."
Ngô xào tôm thơm ngậy,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/7dd77095cdf356b99ea4a58cb7db2e71.jpg,2 người,http://www.amthuc365.vn/cong-thuc/2700-ngo-xao-tom-thom-ngay.html,Chuẩn bị: 10 phút,Thực hiện: 5 phút,Chảo nóng các bạn cho dầu ăn vào. Phi thơm đầu hành trắng.
Thịt bò rim gừng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/967fa4634f25606aaadc5db645d75365.jpg,4 người,http://www.amthuc365.vn/cong-thuc/2710-thit-bo-rim-gung.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,"Thịt bò rửa sạch, để ráo, thái miếng mỏng. Gừng rửa sạch, gọt vỏ, thái sợi."
Trà cam mật ong ngọt ngào,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/5d79732746e847eecd0dc2ccfa3282eb.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2715-tra-cam-mat-ong-ngot-ngao.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Cho nước, đường, mật ong vào nồi rồi đun sôi. Khuẩy đều tay cho đến khi đường và mật ong tan hết. Sau đó, cho 2 túi trà vào ngâm khoảng 3-4 phút (thời gian ngâm trà có thể tùy thuộc vào loại trà mà bạn sử dụng). Đổ ra bình thủy tinh."
Thạch dưa hấu nhỏ xinh,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/6222bbdfec91e4639ae6526654111a52.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2716-thach-dua-hau-nho-xinh.html,Chuẩn bị: 15 phút,Thực hiện: 10 phút,"Chanh bổ đôi, dùng dụng cụ vắt để vắt hết nước, tránh không làm vỡ hoặc méo vỏ. Nước chanh các bạn có thể giữ lại để dùng với mục đích khác."
Gà kho trứng cút,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/ac491f888138461a13c11baa0c6a0e74.jpg,3 người,http://www.amthuc365.vn/cong-thuc/2714-ga-kho-trung-cut.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,"Đầu tiên, các bạn luộc trứng chín."
Bò tái chanh,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/28b207d1fdab0f0fbfec43870a4adb2a.jpg,2-4 người,http://www.amthuc365.vn/cong-thuc/2713-bo-tai-chanh.html,Chuẩn bị: 25 phút,Thực hiện: 15 phút,"Hành tây gọt vỏ, thái mỏng rồi rửa qua, để ráo. Sau đó, các bạn ướp thìa canh đường và 3 thìa canh dấm. Trộn đều và ngâm 15 phút."
Chả trứng khoai môn,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/8e3899dcff6409f2c29af08e2c13d176.jpg,4-5 người,http://www.amthuc365.vn/cong-thuc/2719-cha-trung-khoai-mon.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Đầu tiên, các bạn thái khoai môn cỡ ngón tay, cho vào tô với 1 muỗng nước, 1 ít muối, tiêu, hấp chín, lấy ra tán nhỏ."
Mứt rau câu màu sắc,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/3bd0dbf247244dbec76700c62454c783.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2718-mut-rau-cau-mau-sac.html,Chuẩn bị: 60 phút,Thực hiện: 40 phút,"Cho đường phèn, đường trắng và nước vào nồi, đun sôi, khuấy đều tay để đường tan hết."
Dưa chua xào đậu phụ,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/c33a6032cdb3d60eb7ee1ebbc93e5ac9.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2712-dua-chua-xao-dau-phu.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Cà chua rửa sạch, bỏ hạt, thái múi cau."
Bacon cuộn xúc xích chiên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/e5a44febf5db783755772d83df371163.jpg,3-6 người,http://www.amthuc365.vn/cong-thuc/2720-bacon-cuon-xuc-xich-chien.html,Chuẩn bị: 5 phút,Thực hiện: 15 phút,"Đầu tiên, các bạn trải dải bacon ra mặt phẳng của thớt nhựa hoặc gỗ."
Salad cà rốt cá ngừ,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/b94e3c2f396f06f97eb9fcc12cf9f9f2.jpg,2-3 người,http://www.amthuc365.vn/cong-thuc/2722-salad-ca-rot-ca-ngu.html,Chuẩn bị: 40 phút,Thực hiện: 5 phút,Ướp cà rốt nạo với chút muối. Để yên khoảng 30 phút cho cà rốt ra nước rồi vắt khô.
Cá ngừ tẩm vừng áp chảo,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/780b05b63dd956bef85998dd436ae44f.jpg,2 người,http://www.amthuc365.vn/cong-thuc/2717-ca-ngu-tam-vung-ap-chao.html,Chuẩn bị: 8 phút,Thực hiện: 10 phút,"Đầu tiên, các bạn rửa sạch cá ngừ, để cho thật ráo hoặc dùng khăn thấm hết nước. Quết một chút mù tạt lện cả hai mặt cá."
Cháo tôm nấm ngọt thơm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/d1cfb332af065246fa3c30b44dd4ad98.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2721-chao-tom-nam-ngot-thom.html,Chuẩn bị: 30 phút,Thực hiện: 40 phút,"Tôm bóc vỏ, rút chỉ đen trên lưng rồi rửa lại với nước muối pha loãng, lau khô tôm, sau đó giã qua. Ướp tôm với hành khô thái nhỏ, một thìa nhỏ muối, ít hạt tiêu và để khoảng 20 phút."
Thịt ướp xốt lê nướng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/2f779c563fde7a347b2a7a55ff3202cd.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2711-thit-uop-xot-le-nuong.html,Chuẩn bị: 20 phút,Thực hiện: 30 phút,"Đầu tiên, để làm sốt ướp, các bạn gọt vỏ, cắt lê và hành tây thành từng miếng hình quân cờ."
Gà kho gừng dân dã,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/38d59616fdaca3df3e8fc66087411123.jpg,4-5 người,http://www.amthuc365.vn/cong-thuc/2704-ga-kho-gung-dan-da.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,"Ướp gà với tỏi, hành tím băm, muối, đường, tiêu, bột nêm, nước mắm, tiêu và gừng cắt sợi. Trộn đều, đậy lại, ướp 30 phút hoặc qua đêm trong tủ lạnh."
Pudding xoài thanh mát,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/73884a0ca897c02979a46e51e0715a74.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2724-pudding-xoai-thanh-mat.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Các bạn gọt vỏ cả 4 quả xoài, 3 quả xay nhuyễn, 1 quả thái miếng vuông để trang trí."
Chè chuối cốt dừa,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/da731cfa83475fd7fd95b0dbcdc95ce2.jpg,4-6 người,http://www.amthuc365.vn/cong-thuc/2725-che-chuoi-cot-dua.html,Chuẩn bị: 30 phút,Thực hiện: 25 phút,Chuối dùng để nấu chè nên chọn quả chuối vừa chín tới. Không nên dùng chuối chưa chín vì khi nấu chè chuối sẽ bị chát.
Canh nghêu rau muống,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/68f2d8eb038151b57374ddbead8257ec.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2723-canh-ngheu-rau-muong.html,Chuẩn bị: 40 phút,Thực hiện: 10 phút,"Nghêu rửa sạch vỏ bên ngoài, ngâm nghêu vào âu nước lạnh, ngâm khoảng 30 phút. Sau đó các bạn rửa lại cho thật sạch."
Váng đậu cuộn tôm chiên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/2dbfa6ac0c8d1c8c2a5ba423929f9b08.jpg,4-5 người,http://www.amthuc365.vn/cong-thuc/2727-vang-dau-cuon-tom-chien.html,Chuẩn bị: 20 phút,Thực hiện: 30 phút,"Tôm rửa sạch, bóc vỏ, bỏ đầu. Cho tôm, muối, đường, nước mắm, tỏi vào máy xay, xay nhuyễn."
Giấm táo bổ dưỡng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/0616853ae2e92aaa74ae310d1ba91938.jpg,6-8 người,http://www.amthuc365.vn/cong-thuc/2726-giam-tao-bo-duong.html,Chuẩn bị: 30 phút,Thực hiện: 15 phút,"Ngâm táo vào chậu nước. Chà xát vỏ táo với một chút muối cho sạch bụi bẩn và lớp vỏ rám bên ngoài. Do thực phẩm bây giờ có nhiều chất bảo quản, đặc biệt là táo và lê nên việc rửa sạch táo bằng muối rất quan trọng. Sau đó, cho táo ra rổ, tráng qua một lần nước sôi rồi để ráo cho hết nước, để lớp vỏ táo khô tự nhiên. Trong lúc chờ táo khô, bạn rửa sạch lọ thủy tinh và tráng qua nước sôi, sau đó cũng để lọ khô tự nhiên ngoài nắng. Nếu chờ lâu thì bạn có thể dùng máy sấy sấy khô bên trong cũng được."
Trứng tráng cuộn rau củ,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/209faf6b164683f1e3a1c671e07049c8.jpg,4 người,http://www.amthuc365.vn/cong-thuc/2729-trung-trang-cuon-rau-cu.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Cà rốt bào sợi, luộc chín. Rau cải rửa sạch cũng luộc chín. Đổ cả hai ra rổ để thật ráo nước."
Sườn xốt gừng dừa,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/39deab2dcedf7ed1c31892c19d60deba.jpg,4 người,http://www.amthuc365.vn/cong-thuc/2728-suon-xot-gung-dua.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Đầu tiên, các bạn ướp đều sườn với muối và tiêu."
Canh gà cải thảo,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/6e90992f041285b5d9d66cbc26e793fd.jpg,3-5 người,http://www.amthuc365.vn/cong-thuc/2730-canh-ga-cai-thao.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,"Cải thảo rửa sạch, bổ làm 6 hoặc 8 miếng dài. Ớt chuông rửa sạch, bỏ hạt thái miếng vuông. Trứng vịt bắc thảo bóc vỏ rồi thái miếng vuông."
Bí ngòi chiên xù,,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/496d7635143d642b8149eb7b9a5eb518.jpg,3-4 người,http://www.amthuc365.vn/cong-thuc/2732-bi-ngoi-chien-xu.html,Chuẩn bị: 5 phút,Thực hiện: 15 phút,"Bí rửa sạch rồi cắt thành những thanh chữ nhật cỡ ngón út, bỏ ruột."
Mì udon xào nhanh gọn,Các bạn có thể xem video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/825a9febc68c868fbc882103661b95cb.jpg,2 người,http://www.amthuc365.vn/cong-thuc/2735-mi-udon-xao-nhanh-gon.html,Chuẩn bị: 10 phút,Thực hiện: 7 phút,Ngâm mì udon vào nước lạnh để giã đông mì rồi vớt ra để ráo.
Thịt bò ướp lê áp chảo,Các bạn có thêm video cách làm,http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/37689fb38a281e6913ad2d59f3e37d19.jpg,2 người,http://www.amthuc365.vn/cong-thuc/2737-thit-bo-uop-le-ap-chao.html,Chuẩn bị: 60 phút,Thực hiện: 5 phút,"Cho hành tây, lê, tỏi, xì dầu, mật ong, rượu sake, dầu vừng vào máy xay rồi xay cho đến khi hỗn hợp trở nên nhuyễn."
